Name,ReleaseDate,Average Price,URL,Woman,ReleasePrice,Cluster,Collab,brand
Adidas x Juice Gazelle White,1607,70000.0,14441,0,235800,32,1,2
Nike x Acronym Air VaporMax Moc 2 Light Bone,1607,367600.0,14442,0,294800,12,1,45
Nike Air VaporMax Utility Clay Green,1607,140000.0,14443,0,294800,27,0,45
Nike Air VaporMax Utility Moon Particle,1607,153333.33333333334,14444,0,294800,18,0,45
Nike Air VaporMax Moc 2 Mica Green,1607,177500.0,14448,0,262000,1,0,45
Nike Air Max 270 White Pack Volt,1605,149600.0,14463,0,196500,31,0,45
Adidas x Oyster Holdings Handball Top Blue Coral,1603,52000.0,14476,0,170300,24,1,2
Nike LeBron 15 Fruity Pebbles,1601,110000.0,14490,0,242400,17,0,45
Jordan 11 Retro Low Iridescent,1600,409800.0,14504,0,229200,24,0,33
Adidas Twinstrike ADV White Purple Teal,1599,139000.0,14533,0,235800,17,0,2
Nike Air Max 1 Wolf Grey Black,1599,211600.0,14547,0,144100,24,0,45
Nike Air Max 1 Black Gum,1599,95000.0,14550,0,144100,22,0,45
Nike Air Max 98 Tidal Wave,1599,193400.0,14556,0,209600,15,0,45
Nike Air Max 97 South Beach,1599,175000.0,14557,0,209600,32,0,45
Nike Air Max 93 Habanero Red,1599,154500.0,14564,0,170300,17,0,45
Nike Air Max 97 Ultra 17 Wolf Grey Dark Grey,1599,130000.0,14571,0,209600,24,0,45
Nike Air Max 90 South Beach,1599,149000.0,14575,0,144100,32,0,45
Nike Air Max 97 Dark Grey Gym Red,1599,169000.0,14576,0,209600,24,0,45
(W) Nike Air Max 97 Ultra '17 SE Sprite,1599,140500.0,14584,1,209600,25,0,45
(W) Nike Air Max 1 White Black,1599,177000.0,14585,1,144100,24,0,45
(W) Nike Air Max 97 Barely Rose Black Sole,1599,104500.0,14588,1,209600,25,0,45
New Balance 990v4 Made in USA Angora,1588,290000.0,14593,0,235800,31,0,44
New Balance 997 Made in USA Blue Green,1599,190000.0,14594,0,275100,15,0,44
Yeezy Season 6 Desert Boot Graphite,1580,349750.0,14595,0,353700,26,0,63
Vans Slip-On Flame Wall,1599,89000.0,14600,0,72000,4,0,61
Y-3 Tangutsu White,1597,200000.0,14601,0,0,31,0,62
Nike Air VaporMax 2 White Black,1595,139500.0,14615,0,248900,32,0,45
Nike KD 10 Hyper Turquoise,1595,183800.0,14619,0,196500,32,0,45
(W) Jordan 1 Rebel XX Cinder Orange,1594,109000.0,14628,1,189900,2,0,33
Nike Air VaporMax Plus Grape,1594,170000.0,14633,0,248900,15,0,45
(W) Nike Air Force 1 Sage XX Luminous Green,1594,99000.0,14637,1,157200,25,0,45
(W) Nike Air Force 1 Jester XX Violet Mist,1594,224750.0,14642,1,170300,32,0,45
Jordan 18 Retro Toro,1593,268600.0,14650,0,294800,20,0,33
New Balance 1500 Made in UK Coastal Cuisine Orange,1592,180000.0,14665,0,262000,12,0,44
Nike SB Dunk Low Dark Grey Black Gum,1589,700000.0,14680,0,117900,5,0,45
Nike LeBron 15 Multi-Color,1588,147500.0,14686,0,242400,14,0,45
Nike Air VaporMax 97 Silver Bullet,1588,392800.0,14687,0,248900,18,0,45
Nike Free RN Novo,1588,248600.0,14691,0,157200,31,0,45
(W) Nike Air Max 98 White Reflect Silver,1588,210000.0,14693,1,222700,32,0,45
(W) Nike Air Max 98 Sail Igloo,1588,136666.66666666666,14698,1,222700,32,0,45
Converse x SNS One Star Camo Brown,1588,165000.0,14701,0,142800,7,1,18
Converse x SNS One Star Purple Camo,1588,156600.0,14702,0,142800,7,1,18
Adidas Twinstrike ADV Stretch Leather Black White,1587,99000.0,14710,0,327600,29,0,2
Nike Kobe NXT 360 Black Multi-Color,1587,385800.0,14716,0,262000,22,0,45
Jordan 1 Retro High OG Shadow 2018,1586,471600.0,14727,0,209600,9,0,33
Nike Kobe 1 Protro Final Seconds,1586,377400.0,14735,0,229300,17,0,45
Nike Air Max 98 Wolf Grey Total Crimson,1586,85000.0,14736,0,209600,24,0,45
Nike SB Blazer Low XT Quartersnacks White,1586,126000.0,14737,0,111300,32,0,45
Nike Air Max 95 Desert Sand White,1586,100000.0,14740,0,222700,24,0,45
Nike Zoom Fly White Volt,1584,143000.0,14745,0,196500,31,0,45
Nike SB Dunk Mid White Widow,1580,298800.0,14768,0,131000,0,0,45
Nike Air Foamposite One Rust Pink,1580,262200.0,14769,0,301300,2,0,45
Nike Air Max 98 Exotic Skins,1580,212000.0,14770,0,222700,0,0,45
Nike Air Max 97 Pure Platinum University Red,1580,151750.0,14771,0,209600,24,0,45
Nike x Black Comme des Garcons Night Track,1580,208000.0,14772,0,255500,11,1,45
Jordan 10 Retro Shadow 2018,1579,256200.0,14820,0,248900,20,0,33
Adidas x Alexander Wang B-Ball Soccer Bold Orange,1579,89500.0,14824,0,327600,33,1,2
Nike Kyrie 4 White Deep Royal Blue,1549,179500.0,14829,0,149000,17,0,45
Nike Air Force 1 High Retro CT16 QS Sheed Rude Awakening,1575,189000.0,14858,0,170300,18,0,45
Nike x Acronym Air VaporMax Moc 2 Volt,1574,309600.0,14859,0,294800,22,1,45
Nike Air VaporMax 2 Racer Blue,1574,170000.0,14866,0,248900,22,0,45
Converse x Golf le Fleur One Star Ox Mono Black,1574,199000.0,14875,0,131000,7,1,18
Jordan 9 Retro MOP Melo,1573,281200.0,14885,0,248900,18,0,33
Jordan 11 Retro Low Cool Grey,1572,310000.0,14894,0,229300,24,0,33
Nike x Atmos Air Max 95 We Love Nike Clear Jade,1572,192800.0,14900,0,209600,1,1,45
Jordan 1 Retro High OG Track Red,1569,621000.0,14911,0,209600,3,0,33
Jordan 1 Mid Desert Sand,1569,140000.0,14915,0,144100,17,0,33
Nike LeBron 15 Low Black Gold,1569,105000.0,14924,0,196500,23,0,45
Nike Air Max 97 Plus Racer Pink Hyper Magenta,1569,128250.0,14926,0,0,2,0,45
Nike Air Max Plus 97 Racer Pink Hyper Magenta,1569,221600.0,14929,0,0,21,0,45
Nike Air Max 97 Michigan,1569,202800.0,14933,0,209600,15,0,45
Nike LeBron 15 Low Ashes,1570,100000.0,14935,0,196500,23,0,45
Nike Air Max 97 Pull Tab Obsidian White,1569,213600.0,14939,0,222700,24,0,45
Nike Air Max 97 Cool Grey Black Patent,1569,214500.0,14940,0,209600,5,0,45
Nike LeBron 15 Black Bright Crimson,1567,150000.0,14966,0,242400,28,0,45
Nike Air Max 270 Racer Blue,1567,110000.0,14968,0,196500,12,0,45
Nike Air VaporMax Utility Ridgerock,1567,180000.0,14969,0,294800,14,0,45
Nike Air VaporMax Utility Game Royal,1567,109000.0,14970,0,294800,14,0,45
Nike Air VaporMax Inneva Midnight Navy,1567,117000.0,14974,0,314400,22,0,45
(W) Jordan 1 Retro High OG Satin Shattered Backboard,1565,719800.0,14990,1,209600,3,0,33
Nike Air Zoom Spiridon Pull Tab Pack Sail,1565,147500.0,14999,0,222700,0,0,45
(W) Nike M2K Tekno Pink Foam,1565,214000.0,15000,1,131000,31,0,45
Nike Zoom Fly SP Breaking 2,1564,159500.0,15010,0,196500,31,0,45
Jordan 1 Retro High Yellow Ochre,1561,717000.0,15019,0,209600,3,0,33
Nike Air Max 1 Curry 2018,1560,313800.0,15033,0,196500,33,0,45
Nike Air Max 1 Curry Pack (Olive),1560,160000.0,15037,0,196500,33,0,45
Nike Kobe A.D. DeMar DeRozan Blue,1560,204000.0,15039,0,196500,15,0,45
Nike Air Max 98 Triple Red,1560,119500.0,15040,0,209600,12,0,45
Nike Air Max 98 White Black Racer Blue,1560,215600.0,15044,0,209600,24,0,45
(W) Nike Air Max 98 Barely Rose,1560,165600.0,15047,1,209600,32,0,45
Jordan XX8 Think 16 Locked and Loaded,1558,400000.0,15058,0,262000,26,0,33
Adidas x Pharrell Williams Hu NMD China Pack Passion Red,1558,216333.3333333333,15060,0,327600,0,1,2
Nike SB Air Force 2 Low Rivals Pack (West),1558,202000.0,15067,0,124400,6,0,45
(W) Nike Air Max 95 Grape 2018,1556,241800.0,15073,1,209600,15,0,45
Nike x Atmos Air Max 95 We Love Nike Bright Crimson,1553,201800.0,15088,0,222700,1,1,45
Nike x Atmos Air Max 90 We Love Nike Bright Crimson,1553,185000.0,15089,0,183400,6,1,45
Nike Air VaporMax 97 Metallic Gold,1553,199400.0,15090,0,248900,1,0,45
Nike Air VaporMax 2 Team Red Racer Blue,1553,200000.0,15094,0,248900,22,0,45
Nike SF Air Force 1 Mid Desert Ochre,1554,95000.0,15095,0,189000,28,0,45
Jordan 1 Retro High Homage To Home (Non-Numbered),1551,554800.0,15132,0,209600,9,0,33
(W) Jordan 1 Rebel XX Top 3,1551,298000.0,15133,1,190000,3,0,33
(W) Jordan 1 Rebel XX Chicago,1551,320000.0,15134,1,190000,3,0,33
(W) Nike M2K Tekno Black Volt,1551,114000.0,15148,1,131000,23,0,45
(W) Jordan 11 Retro Low Think 16 Rook To Queen,1546,162250.0,15168,1,229300,22,0,33
Nike Air More Uptempo White Varsity Red 2018,1546,244800.0,15171,0,209600,31,0,45
Nike Kobe A.D. NXT 360 Yellow Strike,1546,338400.0,15172,0,262000,21,0,45
(W) Nike Air Max 98 Radiant Emerald,1546,195000.0,15175,1,209600,24,0,45
(W) Nike Air VaporMax 97 Dark Sea,1546,250000.0,15176,1,248900,29,0,45
(W) Nike Air Max 98 Solar Red,1546,231200.0,15178,1,209600,15,0,45
(W) Adidas x Parley Deerupt Runner Blue Spirit,1545,36000.0,15208,1,169000,32,1,2
Nike Air Max 97 Tiger Camo Olive,1540,129666.66666666669,15219,0,222700,12,0,45
Nike Air Max 95 USA 2018,1540,130000.0,15220,0,222700,32,0,45
Adidas x Pharrell Williams Crazy BYW LVL X Gratitude Empathy,1539,170000.0,15222,0,327600,14,1,2
Nike Air Max 98 AOP Black,1539,199000.0,15225,0,209600,12,0,45
Nike Air Max 98 AOP Camo,1539,135000.0,15227,0,209600,12,0,45
Jordan 1 Mid Gym Red Black,1538,262000.0,15235,0,144100,9,0,33
Jordan 1 Mid Black Orange Peel,1538,295750.0,15240,0,144100,9,0,33
Adidas Samba OG Black White Gum 2018,1539,176800.0,15248,0,104800,11,0,2
Adidas Samba OG Cloud White,1690,168000.0,15251,0,117900,10,0,2
Adidas Iniki Runner I-5923 Pride Cream White,1538,100000.0,15260,0,170300,31,0,2
(W) Adidas NMD R1 STLT Primeknit White Clear Orange,1539,69000.0,15262,1,222700,31,0,2
(W) Adidas NMD R1 STLT Clear Orange,1539,49000.0,15263,1,222700,31,0,2
Nike Air Force 1 '07 LV8 UV Siren Red,1539,127000.0,15276,0,131000,33,0,45
Nike Air Max 95 Grey Rainforest Bright Mango,1538,125750.0,15278,0,222700,6,0,45
Nike SB Zoom Dunk Low Pro Decon Ishod Wair Mismatch,1538,100000.0,15280,0,131000,31,0,45
Nike ACG Dog Mountain Emerald Rise,1538,127000.0,15288,0,144100,24,0,45
Nike ACG Dog Mountain Black Hyper Grape,1538,133200.0,15289,0,144100,6,0,45
Nike ACG Ruckel Ridge Gunsmoke,1538,252000.0,15297,0,219000,20,0,45
Converse x Golf le Fleur One Star Ox Red Blue,1538,139000.0,15318,0,131000,7,1,18
Converse x Golf le Fleur One Star Ox Light Blue Pink,1538,157250.0,15319,0,131000,31,1,18
Converse x Golf le Fleur One Star Ox Purple Green,1538,139000.0,15320,0,131000,7,1,18
Converse x Golf le Fleur One Star Ox Pink Orange,1538,167250.0,15321,0,131000,0,1,18
(W) Adidas Falcon Light Granite,1537,45000.0,15329,1,196500,15,0,2
Nike x Kim Jones Air Max 360 High KJ White,1537,136000.0,15331,0,262000,31,1,45
Nike x Kim Jones Air Max 360 High KJ Black,1537,199333.3333333333,15332,0,262000,20,1,45
Jordan Trainer ST G White Wolf Grey,1536,270000.0,15333,0,229300,25,0,33
Nike Air Max 97 Ultra 17 Pure Platinum 3M,1534,139000.0,15336,0,209600,32,0,45
Nike Epic React Flyknit Be True,1533,159000.0,15343,0,196500,8,0,45
Nike Zoom Fly Be True 2018,1533,229800.0,15344,0,196500,31,0,45
Nike Air VaporMax 2 Black Laser Orange Total Crimson,1532,183333.3333333333,15348,0,248900,6,0,45
Nike Air VaporMax Flyknit 2 White Pure Platinum,1532,259000.0,15349,0,248900,31,0,45
Nike Air VaporMax Inneva Rainbow,1532,210000.0,15351,0,314400,22,0,45
(W) Jordan 3 Retro SE Particle Beige,1531,160000.0,15357,1,235800,17,0,33
Adidas x Parley Ultraboost Clima Cloud White,1531,152500.0,15360,0,262000,31,1,2
Nike Air Huarache Run Neon Magenta,1532,60000.0,15364,0,170300,24,0,45
Jordan 2 Retro Melo 2018,1530,233000.0,15386,0,248900,32,0,33
Jordan XXXII Low Last Shot,1531,224333.3333333333,15387,0,209600,22,0,33
Adidas Yeezy 500 Super Moon Yellow,1530,420200.0,15390,0,262000,21,0,2
Jordan 14 Retro Last Shot 2018,1525,379800.0,15424,0,248900,20,0,33
Nike React Element 87 Anthracite Black,1525,136400.0,15433,0,209600,12,0,45
Nike x Off-White Zoom Fly Mercurial Total Orange,1525,351800.0,15435,0,262000,33,1,45
Nike Air Max Plus NIC,1525,220000.0,15441,0,235800,31,0,45
Nike Kobe NXT 360 Infrared,1525,375750.0,15442,0,262000,32,0,45
Jordan 1 Mid Black Varsity Red,1525,160000.0,15447,0,144100,9,0,33
Nike Air VaporMax Plus Be True 2018,1524,209000.0,15457,0,248900,1,0,45
Nike Air Max 97 All Over Print Black Red,1524,192400.0,15458,0,209600,22,0,45
Nike Air Max 95 Desert,1524,219000.0,15463,0,222700,15,0,45
Nike Air Max 97 Rainforest Team Orange,1524,193000.0,15464,0,209600,24,0,45
Nike Air Max 98 Black Anthracite,1524,299000.0,15467,0,222700,6,0,45
(W) Nike Air Max 95 Juventus 2018,1524,198000.0,15473,1,209600,15,0,45
Converse x Midnight Studios One Star Ox,1524,125000.0,15475,0,144100,32,1,18
Adidas Yung-1 Hi-Res Orange,1519,99500.0,15499,0,170300,33,0,2
Adidas Yung-1 Collegiate Navy,1519,75400.0,15502,0,170300,33,0,2
Nike Air Flightposite Legion Green,1520,263250.0,15507,0,262000,20,0,45
(W) Nike Air Max 97 Red Crush,1519,130000.0,15512,1,209600,32,0,45
Adidas Sobakov Black White Gum,1518,90000.0,15515,0,183400,1,0,2
Nike Air VaporMax 97 Grape,1518,215000.0,15517,0,248900,18,0,45
Nike x Kendrick Lamar Cortez Kenny 3,1517,270400.0,15529,0,131000,11,1,45
(W) Jordan 1 Retro High Black Snake,1516,215000.0,15541,1,190000,9,0,33
Adidas x Alexander Wang Turnout Trainer Light Brown Black,1516,167000.0,15544,0,327600,32,1,2
Nike Vapor Street Flyknit Deep Royal,1516,115000.0,15550,0,235800,12,0,45
Nike SB Dunk Low Murasaki Ride Life,1516,280000.0,15551,0,131000,5,0,45
Nike Air Max 270 Be True 2018,1516,163800.0,15552,0,209600,12,0,45
Nike Kyrie 4 Uncle Drew,1505,310000.0,15553,0,149000,32,0,45
Nike Air Force 1 Low Just Do It Pack White Black,1511,480000.0,15592,0,0,31,0,45
Nike Air Force 1 Low Just Do It Pack Total Orange,1511,285800.0,15594,0,170300,33,0,45
Nike Air Max 1 Just Do It Pack White,1511,256333.3333333333,15599,0,170300,31,0,45
Nike Air VaporMax Flyknit 2 White Vast Grey,1511,324600.0,15600,0,248900,31,0,45
(W) Nike Air Max 1 LX Just Do It Pack Orange,1511,169400.0,15602,1,144100,33,0,45
(W) Nike Air Max 1 LX Just Do It Pack White,1511,337000.0,15603,1,144100,31,0,45
(W) Nike Air VaporMax Flyknit 2 White Vast Grey,1511,222000.0,15606,1,248900,32,0,45
(W) Puma Thunder Electric White Grey Violet,1512,39000.0,15617,1,157200,25,0,51
Adidas EQT Support Sock Primeknit Sub Green,1511,52500.0,15622,0,149000,12,0,2
Nike Air Max 97 Persian Violet,1510,199000.0,15626,0,209600,15,0,45
Jordan 3 Retro International Flight,1509,348400.0,15631,0,248900,18,0,33
Jordan 10 Retro Russell Westbrook Class of 2006,1509,232600.0,15633,0,248900,27,0,33
Adidas Yeezy Boost 350 V2 Butter,1509,412000.0,15642,0,288200,31,0,2
Adidas Ultraboost 4.0 Show Your Stripes Cloud White,1508,130000.0,15690,0,235800,0,0,2
Adidas Nizza Hi Cloud White,625,40000.0,15695,0,98200,31,0,2
Nike SB Air Force 2 Low Black White Habanero Red,1508,205000.0,15715,0,124400,19,0,45
Nike Air Max 95 Essential Ultramarine Platinum,1508,120000.0,15717,0,209600,15,0,45
(W) Nike Air Max 97 White Pure Platinum,1508,115400.0,15729,1,199000,31,0,45
Nike Air VaporMax 2 Volt,1504,247000.0,15774,0,248900,21,0,45
Nike Air VaporMax Utility Black Volt Bright Crimson,1504,253600.0,15775,0,294800,14,0,45
Nike Air Max 1 Premium Desert Camo,1477,131500.0,15777,0,159000,25,0,45
Nike Zoom Fly Black Light Bone,1504,150000.0,15781,0,196500,23,0,45
Jordan 1 Retro High Hyper Royal,1502,212800.0,15800,0,209600,9,0,33
Adidas Yeezy 500 Utility Black,626,450800.0,15805,0,249000,22,0,2
Nike Kobe 1 Protro MPLS,1499,319800.0,15832,0,229300,17,0,45
Nike ACG Air Revaderchi Granite Red Plum,1499,91333.33333333331,15834,0,183400,18,0,45
Nike SB Blazer Mid Lance Mountain English Rose,1499,176666.66666666666,15837,0,111300,17,0,45
Nike Air Max 97 Black Racer Blue,1499,190000.0,15838,0,209600,6,0,45
Nike KD 11 EYBL,1497,162250.0,15842,0,196500,21,0,45
Nike React Element 87 Sail Light Bone,1496,412600.0,15852,0,209600,31,0,45
Converse x Kasina Chuck 70 Ox,1496,199000.0,15856,0,140000,7,1,18
Converse x Kasina One Star Ox,1496,163800.0,15857,0,165100,7,1,18
Jordan Legacy 312 NRG Ghost Green,1496,185000.0,15859,0,209600,17,0,33
Jordan Legacy 312 Storm Blue,1495,285000.0,15860,0,209600,3,0,33
Nike Air Max 97 Paint Splatter,1494,159000.0,15880,0,222700,24,0,45
Nike Air Max 97 Desert Sky,1494,130000.0,15881,0,222700,18,0,45
Jordan 11 Retro Low Derek Jeter RE2PECT,1491,286000.0,15887,0,262000,19,0,33
Jordan 1 Retro High Game Royal,1491,680000.0,15888,0,209600,3,0,33
Adidas Gazelle Triple Black,1492,95000.0,15889,0,104800,11,0,2
Nike Air VaporMax Plus White Pure Platinum,1491,200000.0,15892,0,248900,32,0,45
(W) Nike Air Max 97 Phantom,1491,252250.0,15893,1,209600,32,0,45
Adidas Pureboost Go Core Black,1491,60000.0,15895,0,157200,19,0,2
Nike Air Max 95 OG Solar Red 2018,1490,246800.0,15904,0,209600,1,0,45
Nike Zoom Pegasus 35 Turbo Barely Grey Hot Punch,1491,176500.0,15905,0,235800,0,0,45
Converse x JW Anderson Chuck 70 Hi Toy Green,1490,191800.0,15909,0,196500,20,1,18
Converse x JW Anderson Chuck 70 Hi Grid Black,1490,138000.0,15910,0,157200,16,1,18
Converse x JW Anderson Chuck 70 Hi Toy Kumquat,1490,217800.0,15911,0,196500,2,1,18
Converse x JW Anderson Chuck 70 Hi Grid White,1491,129400.0,15912,0,157200,31,1,18
Converse x JW Anderson Chuck 70 Ox Toy Purple,1490,167000.0,15914,0,183400,7,1,18
Adidas NMD R1 Core Black Solar Orange,1490,89500.0,15919,0,170300,12,0,2
Jordan 3 Retro Pure White 2018,1488,407800.0,15932,0,248900,31,0,33
(W) Jordan 1 x Vogue Retro High Zip Awok Sail,1488,500000.0,15934,1,288200,31,1,33
Nike x Parra Air Max 1 2018,1488,568000.0,15948,0,196500,0,1,45
New Balance 990v4 Made in USA Copper Rose Pigment,1484,150000.0,15964,0,242400,5,0,44
(W) Jordan 13 Retro Phantom,1482,150000.0,15973,1,248900,31,0,33
Nike Air Max 95 Galaxy Splatter,1482,329000.0,15979,0,235800,22,0,45
Nike Air Max 98 Camo Classic,1481,100000.0,15987,0,235800,29,0,45
Nike Air Flightposite Dark Neon Royal,1481,229000.0,15989,0,262000,20,0,45
Nike x Shoe Palace Air Huarache Run 25th Anniversary,1481,162250.0,15991,0,0,25,1,45
Vans Vault x WTAPS OG Sk8-Hi LX Flame,1481,176750.0,16001,0,111300,20,1,61
Nike Air Max 97 Just Do It Pack Black,1477,280000.0,16043,0,209600,12,0,45
Nike LeBron 15 Low Triple Black,1477,151500.0,16044,0,196500,22,0,45
Nike M2K Tekno White Pure Platinum,1477,96200.0,16047,0,131000,31,0,45
Nike Air Max Plus 97 Light Orewood Brown,1477,144500.0,16051,0,209600,25,0,45
Nike Kobe NXT 360 White Multi-Color,1477,366000.0,16053,0,262000,32,0,45
Nike Air Force 1 '07 White Yellow Ochre,1477,150000.0,16067,0,117900,31,0,45
Nike Air Max 97 White Pure Platinum University Red,1477,269500.0,16073,0,209600,32,0,45
Nike Air VaporMax 2 Light Cream Racer Blue,1476,151000.0,16105,0,248900,4,0,45
Nike Zoom Pegasus 35 Turbo Black,1476,120000.0,16112,0,235800,12,0,45
Nike Air Force 1 Low Just Do It Pack Black,1476,130000.0,16115,0,131000,19,0,45
Nike Kobe 1 Protro White Black Red (All Star),1476,302000.0,16116,0,229300,18,0,45
Nike Moon Racer Black Wolf Grey,1476,195800.0,16120,0,196500,6,0,45
(W) Nike Air VaporMax 2 Thunder Grey,1477,89500.0,16131,1,248900,11,0,45
(W) Nike Air Force 1 High Just Do It Pack White,1476,100000.0,16135,1,144100,31,0,45
Reebok Run R 96 Chalk,1475,80000.0,16158,0,219000,31,0,52
(W) Vans Classic Slip-On Vincent Van Gogh Skull,1475,110750.0,16161,1,104800,0,0,61
Jordan 13 Retro He Got Game 2018,1474,461000.0,16167,0,248900,18,0,33
Nike Air Max 95 ERDL Party Black,1474,227800.0,16177,0,248900,22,0,45
Nike Air Max 95 ERDL Party White,1474,166333.33333333334,16179,0,248900,24,0,45
Nike x John Elliott LeBron Icon White,1474,137800.0,16181,0,327600,0,1,45
Nike Kyrie 4 Cinnamon Toast Crunch,1474,190000.0,16183,0,157200,33,0,45
Nike Air VaporMax Flyknit 2 Dark Stucco,1473,146666.66666666666,16191,0,248900,1,0,45
Nike Air Max 97 Reflective Logo Cream,1471,199500.0,16198,0,222700,32,0,45
Nike SB Air Force 2 Low Rugby,1471,133500.0,16199,0,124400,19,0,45
Adidas Falcon Workshop,1470,159000.0,16201,0,203100,25,0,2
Nike Air Humara 17 Silver Blue Spark,1469,145000.0,16216,0,183400,1,0,45
Puma Thunder Desert Triple Black,1469,94500.0,16223,0,157200,8,0,51
Asics x Kiko Kostadinov Gel-Burz 2 Caramel,1468,425800.0,16235,0,373400,11,1,4
Asics x Kiko Kostadinov Gel-Burz 2 Forest,1468,350000.0,16236,0,373400,11,1,4
Asics x Kiko Kostadinov Gel-Burz 2 Slate Grey,1468,660000.0,16237,0,373400,12,1,4
Jordan Legacy 312 Command Force Volt,1468,229200.0,16239,0,189000,18,0,33
Jordan Legacy 312 Tech Challenge 2 Hot Lava,1467,245800.0,16240,0,209600,16,0,33
Adidas Crazy BYW X Cloud White,1468,199000.0,16246,0,262000,32,0,2
Nike Air Max 1 Premium Bred,1467,180000.0,16249,0,170300,6,0,45
Nike React Element 87 Dark Grey Photo Blue,1464,174000.0,16260,0,209600,15,0,45
Nike React Element 87 Desert Sand,1464,137800.0,16261,0,209600,24,0,45
Jordan 3 Retro Flyknit Black,1463,246600.0,16264,0,262000,20,0,33
Nike PG 2.5 Racer Blue,1463,169000.0,16271,0,144100,12,0,45
Jordan 11 Retro Low IE Rio Teal,1462,100000.0,16276,0,222700,15,0,33
Jordan 11 Retro Low IE Flash Crimson,1462,350000.0,16277,0,222700,33,0,33
Jordan 11 Retro Low IE Volt,1462,350000.0,16278,0,222700,21,0,33
Nike Air Foamposite Pro Sequoia,1462,293000.0,16290,0,301300,20,0,45
Nike M2K Tekno White Black Orange,1462,148200.0,16292,0,131000,25,0,45
Nike Air Max 95 OG Neutral Olive Total Orange,1462,218000.0,16293,0,209600,22,0,45
Nike Air VaporMax 95 Neon,1462,257200.0,16294,0,248900,1,0,45
(W) Nike Air Force 1 Jester XX Triple White,1462,224400.0,16298,1,144100,31,0,45
(W) Nike Air VaporMax Moc 2 Black Light Cream,1462,230000.0,16300,1,262000,22,0,45
(W) Nike Air Force 1 Jester White Game Royal,1463,185000.0,16302,1,144100,32,0,45
Nike x Comme des Garcons Homme Plus Air Mowabb Black,1461,446000.0,16323,0,380000,20,1,45
Jordan 4 Retro Raptors 2018,1460,370600.0,16328,0,262000,20,0,33
Adidas x Pharrell Williams Hu NMD Solar Pack Red,1460,205600.0,16329,0,327600,1,1,2
Adidas x Pharrell Williams Hu NMD Solar Pack Orange,1460,183800.0,16331,0,327600,24,1,2
Adidas x Pharrell Williams Tennis Hu V2 Solar Pack Scarlet,1461,59250.0,16332,0,169000,24,1,2
Adidas x Pharrell Williams Tennis Hu V2 Solar Pack Yellow,1461,44000.0,16333,0,169000,0,1,2
Nike Zoom Streak Spectrum Plus Court Purple,1460,136250.0,16335,0,196500,24,0,45
Nike Zoom Streak Spectrum Plus Melon Tint,1460,79500.0,16336,0,196500,5,0,45
New Balance 999 Made in USA Duck Camo,1460,180000.0,16343,0,235800,6,0,44
Nike Air Max 97 Ultra 17 Total Orange Sequoia,1458,120000.0,16345,0,209600,11,0,45
New Balance 990v4 Made in USA Navy - D Standard,1457,213400.0,16350,0,229300,12,0,44
New Balance 990v4 Made in USA Black Silver - D Standard,1457,201800.0,16351,0,239000,8,0,44
New Balance 990v2 Made in USA Grey 2018,1457,299000.0,16352,0,262000,24,0,44
New Balance 990v3 Made in USA Grey - D Standard,1457,297000.0,16353,0,216200,15,0,44
New Balance 993 Made in USA Navy - D Standard,1457,378000.0,16354,0,262000,6,0,44
New Balance 993 Made in USA Black - D Standard,1457,405000.0,16355,0,262000,12,0,44
New Balance 990v2 Made in USA Navy ,1457,310200.0,16358,0,262000,12,0,44
New Balance 997 Made in USA Navy Grey,1457,268000.0,16359,0,262000,12,0,44
New Balance 991 Made in UK Navy,114,313000.0,16362,0,239000,6,0,44
New Balance 990v2 Heritage Made in USA Black,1458,293000.0,16364,0,262000,12,0,44
Adidas Predator Accelerator TR Black White Red,1455,280000.0,16369,0,327600,12,0,2
Adidas x C.P. Company Samba Clear Granite,1455,250000.0,16387,0,170300,10,1,2
Nike Air More Uptempo 96 Italy,1454,324500.0,16390,0,222700,15,0,45
Nike Air More Uptempo 96 France,1454,286000.0,16391,0,222700,20,0,45
Nike Kobe 1 Protro Black Maize,1454,349500.0,16394,0,229300,14,0,45
Jordan 5 Retro International Flight,1453,272000.0,16404,0,248900,18,0,33
Nike ACG Ruckel Ridge Multi-Color,1454,176333.33333333334,16411,0,235800,1,0,45
Nike ACG Dog Mountain Summit White,1453,181800.0,16412,0,144100,24,0,45
Nike Kyrie 4 Black Laser Fuchsia,1454,243000.0,16421,0,157200,14,0,45
Jordan 3 Retro JTH Bio Beige,1450,377800.0,16434,0,327600,24,0,33
Nike Air More Uptempo 96 Loud and Clear 2021,402,119000.0,16445,0,189000,14,0,45
(W) Nike Air VaporMax Flyknit Moc 2 Pink Blast,1448,70000.0,16454,1,262000,22,0,45
Jordan 1 Retro High Guava Ice,1446,181800.0,16470,0,209600,31,0,33
Jordan 1 Retro High Double Strap Black Sail,1447,150000.0,16472,0,183400,9,0,33
Jordan 1 Retro High Olive Canvas,1446,220600.0,16474,0,209600,9,0,33
Jordan 1 Retro High Vintage Coral,1446,229666.66666666663,16476,0,209600,2,0,33
Adidas Ultraboost 4.0 White Multi-Color,1446,110000.0,16482,0,235800,31,0,2
Adidas x Neighborhood Kamanda Black,1446,115000.0,16485,0,235800,11,1,2
Adidas x Pharrell Williams Hu NMD Holi Festival Core Black,1446,295000.0,16487,0,327600,12,1,2
